Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:03:25,2021-09-29 01:03:26,0.304s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/input__select2-search__field""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:26,2021-09-29 01:03:28,2.365s,PASSED
"if (AccountType == ""Customer"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:28,2021-09-29 01:03:28,0.000s,PASSED
"else if (AccountType == ""Supplier"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:28,2021-09-29 01:03:28,0.420s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/button_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:28,2021-09-29 01:03:30,1.289s,PASSED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:03:36,2021-09-29 01:04:01,25.265s,PASSED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:36,2021-09-29 01:03:45,9.277s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:03:45,2021-09-29 01:03:46,0.306s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:46,2021-09-29 01:03:47,1.648s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:03:47,2021-09-29 01:03:48,0.647s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:03:48,2021-09-29 01:03:48,0.451s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:03:48,2021-09-29 01:03:49,0.421s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:03:49,2021-09-29 01:03:49,0.368s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:03:49,2021-09-29 01:03:50,0.364s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/input__select2-search__field""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:50,2021-09-29 01:03:53,3.644s,PASSED
"if (AccountType == ""Customer"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:53,2021-09-29 01:03:53,0.000s,PASSED
"else if (AccountType == ""Supplier"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:53,2021-09-29 01:03:53,0.000s,PASSED
"else if (AccountType == ""Agent"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:53,2021-09-29 01:03:54,0.360s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/button_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:54,2021-09-29 01:03:55,1.338s,PASSED
