Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 07:40:47,2021-09-29 07:40:47,0.229s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 07:40:47,2021-09-29 07:40:47,0.233s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""), STOP_ON_FAILURE)",Edge Chromium 94,,,2021-09-29 07:40:47,2021-09-29 07:40:48,1.288s,FAILED
,,,,,,,
Test Cases/TC - Register,Edge Chromium 94,,,2021-09-29 07:40:49,2021-09-29 07:41:03,14.040s,PASSED
"openBrowser(""https://www.phptravels.net/"")",Edge Chromium 94,,,2021-09-29 07:40:49,2021-09-29 07:40:59,9.999s,PASSED
maximizeWindow(),Edge Chromium 94,,,2021-09-29 07:40:59,2021-09-29 07:40:59,0.140s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Edge Chromium 94,,,2021-09-29 07:40:59,2021-09-29 07:40:59,0.801s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Edge Chromium 94,,,2021-09-29 07:40:59,2021-09-29 07:41:00,0.345s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Edge Chromium 94,,,2021-09-29 07:41:00,2021-09-29 07:41:00,0.236s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Edge Chromium 94,,,2021-09-29 07:41:00,2021-09-29 07:41:00,0.238s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 07:41:00,2021-09-29 07:41:01,0.275s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:01,0.251s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""), STOP_ON_FAILURE)",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:01,0.156s,PASSED
"if (AccountType == ""Customer"")",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:01,0.001s,PASSED
"else if (AccountType == ""Supplier"")",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:01,0.001s,PASSED
"else if (AccountType == ""Agent"")",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:01,0.439s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/button_Signup""))",Edge Chromium 94,,,2021-09-29 07:41:01,2021-09-29 07:41:03,1.155s,PASSED
