Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC - Register,Edge Chromium 94,,,2021-09-29 08:10:48,2021-09-29 08:11:03,14.741s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Edge Chromium 94,,,2021-09-29 08:10:48,2021-09-29 08:11:00,11.334s,PASSED
maximizeWindow(),Edge Chromium 94,,,2021-09-29 08:11:00,2021-09-29 08:11:00,0.149s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Edge Chromium 94,,,2021-09-29 08:11:00,2021-09-29 08:11:00,0.743s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Edge Chromium 94,,,2021-09-29 08:11:00,2021-09-29 08:11:01,0.251s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Edge Chromium 94,,,2021-09-29 08:11:01,2021-09-29 08:11:01,0.212s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Edge Chromium 94,,,2021-09-29 08:11:01,2021-09-29 08:11:01,0.254s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 08:11:01,2021-09-29 08:11:01,0.226s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 08:11:01,2021-09-29 08:11:02,0.230s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/Page_Signup - PHPTRAVELS/span_Customer""))",Edge Chromium 94,,,2021-09-29 08:11:02,2021-09-29 08:11:03,1.322s,FAILED
