Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 08:15:44,2021-09-29 08:15:45,0.230s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 08:15:45,2021-09-29 08:15:45,0.225s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/Page_Signup - PHPTRAVELS/span_Customer""))",Edge Chromium 94,,,2021-09-29 08:15:45,2021-09-29 08:15:45,0.181s,PASSED
"if (AccountType == ""Customer"")",Edge Chromium 94,,,2021-09-29 08:15:45,2021-09-29 08:15:45,0.001s,PASSED
"else if (AccountType == ""Supplier"")",Edge Chromium 94,,,2021-09-29 08:15:45,2021-09-29 08:15:45,0.414s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVELS/button_Signup""))",Edge Chromium 94,,,2021-09-29 08:15:45,2021-09-29 08:15:47,1.294s,FAILED
,,,,,,,
Test Cases/TC - Register,Edge Chromium 94,,,2021-09-29 08:15:47,2021-09-29 08:16:05,17.791s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Edge Chromium 94,,,2021-09-29 08:15:47,2021-09-29 08:16:01,13.788s,PASSED
maximizeWindow(),Edge Chromium 94,,,2021-09-29 08:16:01,2021-09-29 08:16:01,0.145s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Edge Chromium 94,,,2021-09-29 08:16:01,2021-09-29 08:16:01,0.750s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Edge Chromium 94,,,2021-09-29 08:16:01,2021-09-29 08:16:02,0.304s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Edge Chromium 94,,,2021-09-29 08:16:02,2021-09-29 08:16:02,0.231s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Edge Chromium 94,,,2021-09-29 08:16:02,2021-09-29 08:16:02,0.215s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 08:16:02,2021-09-29 08:16:02,0.260s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 08:16:02,2021-09-29 08:16:03,0.228s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/Page_Signup - PHPTRAVELS/span_Customer""))",Edge Chromium 94,,,2021-09-29 08:16:03,2021-09-29 08:16:03,0.189s,PASSED
"if (AccountType == ""Customer"")",Edge Chromium 94,,,2021-09-29 08:16:03,2021-09-29 08:16:03,0.000s,PASSED
"else if (AccountType == ""Supplier"")",Edge Chromium 94,,,2021-09-29 08:16:03,2021-09-29 08:16:03,0.000s,PASSED
"else if (AccountType == ""Agent"")",Edge Chromium 94,,,2021-09-29 08:16:03,2021-09-29 08:16:03,0.384s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVELS/button_Signup""))",Edge Chromium 94,,,2021-09-29 08:16:03,2021-09-29 08:16:05,1.295s,FAILED
